entry,size,name,boundary_kind,body_status,abi_status,classification,evidence,notes
0x001F0678,480,caseD_2_001f0678,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_large_tranche_158_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x001F0880,220,caseD_0_001f0880,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0020C520,124,caseD_0_0020c520,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002121A4,80,caseD_2_002121a4,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0021EFE8,724,FUN_0021efe8,historical_non_autonomous_boundary,not_independent_body,not_applicable,historical_boundary_quarantine,analysis/codebin_decompilation_batch_154.md,"Direct dependencies are maintained, but the range/owner audits prove this apparent entry is not an independent public AAPCS boundary."
0x00222564,92,caseD_19,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002225CC,84,caseD_3_002225cc,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0022262C,92,caseD_1b,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x00222694,84,caseD_1_00222694,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002226F4,276,caseD_10,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_large_tranche_158_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x00222818,276,caseD_13,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_large_tranche_158_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0022293C,84,caseD_18,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0022299C,92,caseD_1a,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x00222A04,84,caseD_2_00222a04,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x00222A64,92,caseD_f,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002247F8,796,caseD_1_002247f8,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_xlarge_tranche_159_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x00224B24,52,caseD_1_00224b24,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_micro_tranche_155_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0022E48C,80,caseD_2_0022e48c,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x00243F54,72,caseD_2_00243f54,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x00243FAC,92,caseD_7,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x00244014,92,caseD_16,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0024407C,84,caseD_9,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002440DC,92,caseD_6,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x00244144,92,caseD_8,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002441AC,84,caseD_a,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0024420C,84,caseD_b,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0024426C,92,caseD_17,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002442D4,92,caseD_e,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0024433C,84,caseD_4_0024433c,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0024439C,92,caseD_5,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x00244404,92,caseD_12,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0024446C,92,caseD_1c,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002444D4,132,caseD_14,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x00244568,84,caseD_15,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x00245094,404,caseD_1_00245094,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_large_tranche_158_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x00245240,80,caseD_2_00245240,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x00245298,72,caseD_2_00245298,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0024CDF4,140,caseD_1_0024cdf4,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0024CEC0,164,caseD_0_0024cec0,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0024D024,160,caseD_c,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0026285C,108,caseD_14_0026285c,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002628CC,88,caseD_16_002628cc,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x00262924,132,caseD_1_00262924,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002629A8,88,caseD_e_002629a8,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x00262A00,88,caseD_f_00262a00,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x00262A58,88,caseD_13_00262a58,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x00262AB0,88,caseD_15_00262ab0,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x00262B08,96,caseD_2_00262b08,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x00262B68,40,caseD_d,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_micro_tranche_155_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x00262B90,84,caseD_c_00262b90,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x00262BF0,92,caseD_d_00262bf0,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0026B1DC,140,caseD_2_0026b1dc,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0026BF1C,160,caseD_12_0026bf1c,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0026BFC4,500,caseD_1_0026bfc4,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_large_tranche_158_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0026C1D8,164,caseD_9_0026c1d8,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0026C28C,140,caseD_7_0026c28c,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0026C328,348,caseD_0_0026c328,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_large_tranche_158_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0026D89C,136,caseD_2_0026d89c,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0026DB7C,140,caseD_1_0026db7c,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0026DC48,164,caseD_0_0026dc48,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x00271ED8,1768,caseD_10_00271ed8,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_xxlarge_tranche_160_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0027CF14,136,caseD_1_0027cf14,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0027CFD4,164,caseD_0_0027cfd4,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0027D0AC,88,caseD_11,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0027D104,40,caseD_9_0027d104,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_micro_tranche_155_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0027D12C,88,caseD_6_0027d12c,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0027D184,88,caseD_8_0027d184,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0027D1DC,40,caseD_a_0027d1dc,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_micro_tranche_155_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0027D204,244,caseD_b_0027d204,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0027D32C,196,caseD_c_0027d32c,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0027D3F4,60,caseD_4_0027d3f4,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_micro_tranche_155_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0027D430,132,caseD_5_0027d430,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0027D4B8,116,caseD_17_0027d4b8,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0027D52C,40,caseD_10_0027d52c,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_micro_tranche_155_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0027D554,172,caseD_11_0027d554,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0027D61C,272,caseD_2_0027d61c,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_large_tranche_158_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0027D748,164,caseD_1_0027d748,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0027D884,376,caseD_8_0027d884,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_large_tranche_158_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0027DA2C,340,caseD_e_0027da2c,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_large_tranche_158_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0027DBB0,340,caseD_f_0027dbb0,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_large_tranche_158_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0027DD38,192,caseD_1_0027dd38,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0027DE44,164,caseD_0_0027de44,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0027DF24,140,caseD_1_0027df24,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0027DFE8,164,caseD_0_0027dfe8,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x00281938,136,caseD_1_00281938,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x00281A5C,108,caseD_3_00281a5c,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x00281BD4,192,caseD_6_00281bd4,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x00281CA8,176,caseD_47,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x00283944,120,caseD_1_00283944,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x00283A94,164,caseD_2_00283a94,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x00283B4C,136,caseD_2_00283b4c,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002852E4,96,FUN_002852e4,historical_non_autonomous_boundary,not_independent_body,not_applicable,historical_boundary_quarantine,analysis/codebin_decompilation_batch_154.md,"Direct dependencies are maintained, but the range/owner audits prove this apparent entry is not an independent public AAPCS boundary."
0x0028534C,360,caseD_16_0028534c,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_large_tranche_158_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x00287E2C,252,FUN_00287e2c,historical_non_autonomous_boundary,not_independent_body,not_applicable,historical_boundary_quarantine,analysis/codebin_decompilation_batch_154.md,"Direct dependencies are maintained, but the range/owner audits prove this apparent entry is not an independent public AAPCS boundary."
0x0028E374,284,caseD_f_0028e374,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_large_tranche_158_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0028E4A0,284,caseD_10_0028e4a0,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_large_tranche_158_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0028E5CC,284,caseD_11_0028e5cc,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_large_tranche_158_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0028E95C,1104,caseD_0_0028e95c,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_xxlarge_tranche_160_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0028EE04,96,caseD_1_0028ee04,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0028EE64,88,caseD_2_0028ee64,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0028EEBC,188,caseD_6_0028eebc,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0028EF90,176,caseD_7_0028ef90,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0028F058,432,caseD_5_0028f058,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_large_tranche_158_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0028F108,128,caseD_2_0028f108,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0028F3F8,372,caseD_11_0028f3f8,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_large_tranche_158_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002930A8,116,caseD_4_002930a8,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x00293124,232,caseD_14_00293124,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002932EC,492,caseD_2_002932ec,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_large_tranche_158_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x00293510,160,caseD_35,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002935B0,436,caseD_3d,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_large_tranche_158_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x00293790,180,caseD_4d,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0029384C,180,caseD_44,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x00293910,156,caseD_42,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_medium_tranche_157_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x00294FB4,116,caseD_1_00294fb4,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x0029529C,88,caseD_1_0029529c,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x00296914,80,caseD_d_00296914,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002969BC,100,caseD_e_002969bc,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002999D8,72,FUN_002999d8,historical_non_autonomous_boundary,not_independent_body,not_applicable,historical_boundary_quarantine,analysis/codebin_decompilation_batch_154.md,"Direct dependencies are maintained, but the range/owner audits prove this apparent entry is not an independent public AAPCS boundary."
0x002A0DB8,80,caseD_1_002a0db8,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_small_tranche_156_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002A0E08,340,caseD_1_002a0e08,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_large_tranche_158_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002A0F70,52,caseD_2_002a0f70,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_micro_tranche_155_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
0x002A0FA4,52,caseD_3_002a0fa4,non_callable_internal,not_independent_body,not_applicable,switch_owned_case,codebin_maintained_abi_micro_tranche_155_exclusions.csv,Retains the exact native exclusion proved by the maintained-ABI closure audit.
